__ manuell	__NO unflekt	Ursprungsform in FreqLi	NO-Form
negativ	wunde	wunden;wunde;wnden;wuonden;	wunden;wunde;wunden;wunden;
negativ	wunte	wunden;wunde;wnden;wuonden;	wunden;wunde;wunden;wunden;
positiv	wunder	wunder;wunders;wonder;wond;wundern;wnder;wund;wuonder;	wunder;wunders;wunder;wunder;wundern;wunder;wunder;wunder;
positiv	wuntære	wunder;wunders;wonder;wond;wundern;wnder;wund;wuonder;	wunder;wunders;wunder;wunder;wundern;wunder;wunder;wunder;
positiv	wunter	wunder;wunders;wonder;wond;wundern;wnder;wund;wuonder;	wunder;wunders;wunder;wunder;wundern;wunder;wunder;wunder;
positiv	wunn	wunn;	wunn;
positiv	wunne	wunne;	wunne;
positiv	wünne	wünne;	wünne;
positiv	wunnebaere	wunnebaere;	wunnebaere;
positiv	wünneclich	wünneclich;wünneclîch;wünneclichen;wünneclicher;	wünneclich;wünneclîch;wünneclichen;wünneclicher;
positiv	wünniglich	wünneclich;wünneclîch;wünneclichen;wünneclicher;	wünneclich;wünneclîch;wünneclichen;wünneclicher;
positiv	wünneclîche	wünneclîche;wünneclîcher;	wünneclîche;wünneclîcher;
positiv	wunneclichen	wunneclichen;	wunneclichen;
positiv	wunneclîchen	wunneclîchen;	wunneclîchen;
positiv	wünneclîchen	wünneclîchen;	wünneclîchen;
positiv	wunneklich	wunneklich;	wunneklich;
positiv	wunneklichen	wunneklichen;	wunneklichen;
positiv	wunnenklich	wunnenklich;	wunnenklich;
positiv	wunnesam	wunnesam;	wunnesam;
positiv	wünnesam	wünnesam;	wünnesam;
positiv	wunnevar	wunnevar;	wunnevar;
positiv	wunsch	wunsche;wunsch;wunsches;wunschen;	wunsche;wunsch;wunsches;wunschen;
positiv	wünsch	wünsch;	wünsch;
negativ	wunt	wunt;	wunt;
negativ	wuocher	wuocher;wucher;	wuocher;wuocher;
negativ	wurm	wurm;wurme;würme;wurmen;würmen;wurmes;	wurm;wurme;würme;wurmen;würmen;wurmes;
negativ	würm	würm;	würm;
negativ	zageheit	zageheit;	zageheit;
negativ	zagen	zagen;	zagen;
negativ	zagheit	zagheit;	zagheit;
positiv	zart	zart;zarten;	zart;zarten;
positiv	zarte	zarte;zarter;	zarte;zarter;
positiv	zarten	zartt;	zartt;
positiv	zartte	zartte;	zartte;
positiv	zartten	zartten;	zartten;
negativ	zerbrochen	zerbrochen;	zerbrochen;
positiv	zerehte	zerehte;	zerehte;
positiv	zêren	zêren;	zêren;
positiv	zier	ziern;	ziern;
positiv	zierde	zierde;zirde;zierd;	zierde;zierde;zierde;
positiv	zierede	zierde;zirde;zierd;	zierde;zierde;zierde;
positiv	ziere	ziere;zieren;zier;	ziere;zieren;ziere;
positiv	zieren	zieret;zierte;ziert;zierent;zierten;	zieret;zierte;ziert;zierent;zierten;
positiv	zierlich	zierlich;	zierlich;
positiv	zimier	zimier;zymier;	zimier;zimier;
positiv	zimierede	zimier;zymier;	zimier;zimier;
positiv	zimierde	zimierde;zimirde;	zimierde;zimierde;
positiv	zimiere	zimiere;	zimiere;
positiv	zimieren	gezimirt;gezimieret;	gezimiert;gezimieret;
negativ	zorn	zorn;zornes;zorns;	zorn;zornes;zorns;
negativ	zorne	zorne;zoren;	zorne;zorne;
negativ	zornec	zornec;	zornec;
negativ	zornig	zornec;	zornec;
negativ	zorneclich	zorneclichen;	zorneclichen;
negativ	zorniglich	zorneclichen;	zorneclichen;
negativ	zorneclîche	zorneclîche;	zorneclîche;
negativ	zorneclîchen	zorneclîchen;	zorneclîchen;
negativ	zornic	zornig;zornic;zornich;	zornic;zornic;zornic;
negativ	zorniclîche	zorniclîche;	zorniclîche;
negativ	zornigen	zornigen;	zornigen;
negativ	zorniger	zorniger;	zorniger;
negativ	zornlîche	zornlîche;	zornlîche;
positiv	züchten	züchten;	züchten;
positiv	zuht	zuht;zühten;zucht;zühte;zuhte;zuchte;zvht;zuocht;	zuht;zühten;zuht;zühte;zuhte;zuhte;zuht;zuht;
positiv	zühteclich	zühteclîch;	zühteclîch;
positiv	zühtiglich	zühteclîch;	zühteclîch;
positiv	zühteclîche	zühteclîche;	zühteclîche;
positiv	zühteclîchen	zühteclîchen;	zühteclîchen;
negativ	zurnde	zurnde;	zurnde;
negativ	zürnen	zürnen;zürnet;zürne;zurnte;	zürnen;zürnet;zürne;zurnte;
positiv	gekroenet		
positiv	gekroenet		
positiv	dûhten		
positiv	fröute		
positiv	fröute		
positiv	gelaitt		
positiv	hoeher		
positiv	hoehære		
positiv	hoeher		
positiv	hoehære		
positiv	ritterlîcher		
positiv	verliese		
positiv	mezzen		
positiv	n		
positiv	dancte		
positiv	volleclîchen		
positiv	wite		
positiv	sungen		
positiv	gemant		
positiv	nym		
positiv	prises		
positiv	prises		
positiv	zier		
positiv	zier		
positiv	ganzer		
positiv	ganzære		
positiv	ganzer		
positiv	ganzære		
positiv	anderm		
positiv	clar		
positiv	clar		
positiv	crône		
positiv	danket		
positiv	erwelter		
positiv	bluome		
positiv	bluome		
positiv	ganze		
positiv	krôn		
positiv	gral		
positiv	grall		
positiv	frisch		
positiv	frisch		
positiv	ziert		
positiv	zieret		
positiv	ganzen		
positiv	milde		
positiv	lauter		
positiv	loup		
positiv	loub		
positiv	adamas		
positiv	adamant		
positiv	almehtigen		
positiv	anderswa		
positiv	arte		
positiv	aygen		
positiv	christenheit		
positiv	christo		
positiv	christo		
positiv	christum		
positiv	christum		
positiv	clâr		
positiv	clâr		
positiv	drivaltekeit		
positiv	drivaltekeit		
positiv	durich		
positiv	edelem		
positiv	edelem		
positiv	edelm		
positiv	edelm		
positiv	enbiutet		
positiv	engeln		
positiv	engels		
positiv	erchant		
positiv	erstriten		
positiv	fruot		
positiv	gantzen		
positiv	gehoehet		
positiv	gehoehet		
positiv	gemaht		
positiv	gemaitt		
positiv	gerüemet		
positiv	gesniten		
positiv	gesteine		
positiv	getihte		
positiv	getiuret		
positiv	getrûwe		
positiv	getrûwe		
positiv	geziert		
positiv	glantz		
positiv	grale		
positiv	guldein		
positiv	herlich		
positiv	herelich		
positiv	herlich		
positiv	herelich		
positiv	hêrlîch		
positiv	hertzogenburch		
positiv	hochen		
positiv	hoehet		
positiv	hoh		
positiv	hoh		
positiv	hövesch		
positiv	hövisch		
positiv	hubsch		
positiv	keusch		
positiv	kostlich		
positiv	kostlich		
positiv	krône		
positiv	kuesche		
positiv	kunste		
positiv	lobelîche		
positiv	lobelîche		
positiv	lobelichen		
positiv	lobelichen		
positiv	lobelîchen		
positiv	lobelîchen		
positiv	marie		
positiv	megetîn		
positiv	mundes		
positiv	poten		
positiv	prisen		
positiv	prisen		
positiv	rîterschaft		
positiv	rîtæreschaft		
positiv	ritterlîche		
positiv	ritterlîche		
positiv	rubîn		
positiv	rubîn		
positiv	ruome		
positiv	schouwe		
positiv	sev		
positiv	shoene		
positiv	sîden		
positiv	stern		
positiv	sternen		
positiv	stîre		
positiv	tiuren		
positiv	tiuren		
positiv	tron		
positiv	varbe		
positiv	vederspil		
positiv	vernunst		
positiv	vernumft		
positiv	vernunst		
positiv	vernumft		
positiv	vollekomen		
positiv	vollekomen		
positiv	vroelîche		
positiv	vroelîche		
positiv	wildu		
positiv	wîplîch		
positiv	wunneclîche		
positiv	wunniglîche		
positiv	wünneclîche		
positiv	wünneclîche		
positiv	zepter		
positiv	zierde		
positiv	zierede		
positiv	zierde		
positiv	zierede		
positiv	zieren		
positiv	zieren		
positiv	zierte		
positiv	ziu		
positiv	zühteclîch		
positiv	zühteclîche		
positiv	zühteclîche		
negativ	angestbaeren		
negativ	angestbaeren		
negativ	bitterlichen		
negativ	bittern		
negativ	bitteren		
negativ	dolten		
negativ	erlitten		
negativ	forcht		
negativ	gelige		
negativ	geligen		
negativ	gelitten		
negativ	gelitten		
negativ	grimmen		
negativ	hunger		
negativ	hunger		
negativ	hungers		
negativ	iamer		
negativ	jaemerlichen		
negativ	jaemerlichen		
negativ	lîden		
negativ	lîden		
negativ	liten		
negativ	ruwen		
negativ	schlagen		
negativ	siechtum		
negativ	slagen		
negativ	tievels		
negativ	tiufels		
negativ	verreter		
negativ	verschrôten		
negativ	vngemach		
negativ	geschlagen		
negativ	dolt		
negativ	muzen		
negativ	erliten		
negativ	sarrazine		
negativ	morder		
negativ	gelac		
negativ	schlug		
negativ	bleich		
negativ	warff		
negativ	pein		
negativ	ungerochen		
negativ	dulden		
negativ	liden		
negativ	liden		
negativ	sundære		
negativ	bitter		
negativ	bittere		
negativ	gerechen		
